proteinId	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathway_class	pathway_type
4009	1.1.1.37	Malate dehydrogenase.	(S)-malate + NAD(+) = oxaloacetate + NADH.	\N	\N	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
4040	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	  RNA polymerase	TRANSCRIPTION	REGULATORY
4040	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
4040	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
4069	6.-.-.-	Ligases.	\N	\N	\N	\N	\N	\N
4104	3.5.3.11	Agmatinase.	Agmatine + H(2)O = putrescine + urea.	\N	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
4109	2.6.1.-	Transaminases (aminotransferases).	\N	\N	\N	Lysine biosynthesis	Amino Acid Metabolism	METABOLIC
4109	2.6.1.-	Transaminases (aminotransferases).	\N	\N	\N	Caprolactam degradation	Biodegradation of Xenobiotics	METABOLIC
4109	2.6.1.-	Transaminases (aminotransferases).	\N	\N	\N	Aminophosphonate metabolism	Metabolism of Other Amino Acids	METABOLIC
4109	2.6.1.-	Transaminases (aminotransferases).	\N	\N	\N	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
4117	1.2.1.31	Aminoadipate-semialdehyde dehydrogenase.	L-2-aminoadipate 6-semialdehyde + NADP(+) + H(2)O = L-2-aminoadipate + NADPH.	\N	\N	Lysine biosynthesis	Amino Acid Metabolism	METABOLIC
4117	1.2.1.31	Aminoadipate-semialdehyde dehydrogenase.	L-2-aminoadipate 6-semialdehyde + NADP(+) + H(2)O = L-2-aminoadipate + NADPH.	\N	\N	Lysine degradation	Amino Acid Metabolism	METABOLIC
4146	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Fluorene degradation	Biodegradation of Xenobiotics	METABOLIC
4146	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Nitorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC
4152	6.3.5.2	GMP synthase (glutamine-hydrolysing).	ATP + xanthosine 5'-phosphate + L-glutamine + H(2)O = AMP + diphosphate + GMP + L-glutamate.	\N	\N	Glutamate metabolism	Amino Acid Metabolism	METABOLIC
4152	6.3.5.2	GMP synthase (glutamine-hydrolysing).	ATP + xanthosine 5'-phosphate + L-glutamine + H(2)O = AMP + diphosphate + GMP + L-glutamate.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
4196	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	ATP synthesis	Energy Metabolism	METABOLIC
4196	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Flagellar assembly	\N	\N
4196	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Type III secretion system	SORTING AND DEGRADATION	REGULATORY
4213	3.1.27.1	Ribonuclease T2.	Two-stage endonucleolytic cleavage to 3'-phosphomononucleotides and 3'-phosphooligonucleotides with 2',3'-cyclic phosphate intermediates.	\N	\N	\N	\N	\N
4244	3.6.1.-	In phosphorous-containing anhydrides.	\N	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
4244	3.6.1.-	In phosphorous-containing anhydrides.	\N	\N	\N	Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
4265	3.1.26.4	Ribonuclease H.	Endonucleolytic cleavage to 5'-phosphomonoester.	\N	\N	\N	\N	\N
4421	2.1.2.9	Methionyl-tRNA formyltransferase.	10-formyltetrahydrofolate + L-methionyl-tRNA + H(2)O = tetrahydrofolate + N-formylmethionyl-tRNA.	\N	\N	One carbon pool by folate	Metabolism of Cofactors and Vitamins	METABOLIC
4421	2.1.2.9	Methionyl-tRNA formyltransferase.	10-formyltetrahydrofolate + L-methionyl-tRNA + H(2)O = tetrahydrofolate + N-formylmethionyl-tRNA.	\N	\N	  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
4421	2.1.2.9	Methionyl-tRNA formyltransferase.	10-formyltetrahydrofolate + L-methionyl-tRNA + H(2)O = tetrahydrofolate + N-formylmethionyl-tRNA.	\N	\N	Methionine metabolism	Amino Acid Metabolism	METABOLIC
4430	3.2.1.18	Exo-alpha-sialidase.	Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)-glycosidic linkages of terminal sialic residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.	\N	Sialidosis; MIM:256550.	N-Glycan degradation	Metabolism of Complex Carbohydrates	METABOLIC
4430	3.2.1.18	Exo-alpha-sialidase.	Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)-glycosidic linkages of terminal sialic residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.	\N	Sialidosis; MIM:256550.	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
4475	2.5.1.6	Methionine adenosyltransferase.	ATP + L-methionine + H(2)O = phosphate + diphosphate + S-adenosyl- L-methionine.	\N	Hypermethioninemia due to methionine adenosyltransferase; MIM:250850.	Selenoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
4475	2.5.1.6	Methionine adenosyltransferase.	ATP + L-methionine + H(2)O = phosphate + diphosphate + S-adenosyl- L-methionine.	\N	Hypermethioninemia due to methionine adenosyltransferase; MIM:250850.	Methionine metabolism	Amino Acid Metabolism	METABOLIC
4480	2.7.1.29	Glycerone kinase.	ATP + glycerone = ADP + glycerone phosphate.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
4517	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
4517	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	Ascorbate and aldarate metabolism	Carbohydrate Metabolism	METABOLIC
4517	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
4517	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	Fluorene degradation	Biodegradation of Xenobiotics	METABOLIC
4537	6.1.1.7	Alanine--tRNA ligase.	ATP + L-alanine + tRNA(Ala) = AMP + diphosphate + L-alanyl-tRNA(Ala).	\N	\N	Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC
4537	6.1.1.7	Alanine--tRNA ligase.	ATP + L-alanine + tRNA(Ala) = AMP + diphosphate + L-alanyl-tRNA(Ala).	\N	\N	  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
4622	2.1.1.45	Thymidylate synthase.	5,10-methylenetetrahydrofolate + dUMP = dihydrofolate + dTMP.	\N	\N	One carbon pool by folate	Metabolism of Cofactors and Vitamins	METABOLIC
4622	2.1.1.45	Thymidylate synthase.	5,10-methylenetetrahydrofolate + dUMP = dihydrofolate + dTMP.	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
4622	2.1.1.45	Thymidylate synthase.	5,10-methylenetetrahydrofolate + dUMP = dihydrofolate + dTMP.	\N	\N	Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
4654	1.1.1.23	Histidinol dehydrogenase.	L-histidinol + 2 NAD(+) + H(2)O = L-histidine + 2 NADH.	\N	\N	Histidine metabolism	Amino Acid Metabolism	METABOLIC
4682	1.3.1.28	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase.	2,3-dihydro-2,3-dihydroxybenzoate + NAD(+) = 2,3-dihydroxybenzoate + NADH.	\N	\N	Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
4707	6.3.2.-	Acid--D-amino-acid ligases (peptide synthases).	\N	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
4707	6.3.2.-	Acid--D-amino-acid ligases (peptide synthases).	\N	\N	\N	Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
4737	2.3.1.5	Arylamine N-acetyltransferase.	Acetyl-CoA + an arylamine = CoA + an N-acetylarylamine.	\N	\N	\N	\N	\N
4744	2.2.1.2	Transaldolase.	Sedoheptulose 7-phosphate + D-glyceraldehyde 3-phosphate = D-erythrose 4-phosphate + D-fructose 6-phosphate.	\N	\N	Pentose phosphate pathway	Carbohydrate Metabolism	METABOLIC
4767	2.8.1.6	Biotin synthase.	Dethiobiotin + sulfur = biotin.	Iron-sulfur.	\N	Biotin metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
4774	5.3.1.4	L-arabinose isomerase.	L-arabinose = L-ribulose.	\N	\N	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
5112	1.-.-.-	Oxidoreductases.	\N	\N	\N	\N	\N	\N
5119	1.-.-.-	Oxidoreductases.	\N	\N	\N	\N	\N	\N
5135	1.1.3.24	L-galactonolactone oxidase.	L-galactono-1,4-lactone + O(2) = L-ascorbate + H(2)O(2).	FAD.	\N	Ascorbate and aldarate metabolism	Carbohydrate Metabolism	METABOLIC
5164	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	  RNA polymerase	TRANSCRIPTION	REGULATORY
5164	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
5164	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
5202	2.3.1.48	Histone acetyltransferase.	Acetyl-CoA + histone = CoA + acetyl-histone.	\N	\N	\N	\N	\N
5206	1.6.99.3	NADH dehydrogenase.	NADH + acceptor = NAD(+) + reduced acceptor.	Flavoprotein; Iron-sulfur.	\N	\N	\N	\N
5227	6.1.1.5	Isoleucine--tRNA ligase.	ATP + L-isoleucine + tRNA(Ile) = AMP + diphosphate + L-isoleucyl- tRNA(Ile).	\N	\N	Valine, leucine and isoleucine biosynthesis	Amino Acid Metabolism	METABOLIC
5227	6.1.1.5	Isoleucine--tRNA ligase.	ATP + L-isoleucine + tRNA(Ile) = AMP + diphosphate + L-isoleucyl- tRNA(Ile).	\N	\N	  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
5233	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC
5233	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC
5233	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
5233	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Cysteine metabolism	Amino Acid Metabolism	METABOLIC
5233	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
5233	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Alkaloid biosynthesis I	Biosynthesis of Secondary Metabolites	METABOLIC
5233	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Carbon fixation	Energy Metabolism	METABOLIC
5233	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
5233	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Glutamate metabolism	Amino Acid Metabolism	METABOLIC
5249	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
5249	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
5249	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
5249	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
5249	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
5270	2.3.1.16	Acetyl-CoA C-acyltransferase.	Acyl-CoA + acetyl-CoA = CoA + 3-oxoacyl-CoA.	\N	Pseudo-Zellweger syndrome; MIM:261510.	Benzoate degradation via hydroxylation	Biodegradation of Xenobiotics	METABOLIC
5270	2.3.1.16	Acetyl-CoA C-acyltransferase.	Acyl-CoA + acetyl-CoA = CoA + 3-oxoacyl-CoA.	\N	Pseudo-Zellweger syndrome; MIM:261510.	Fatty acid biosynthesis (path 2)	Lipid Metabolism	METABOLIC
5270	2.3.1.16	Acetyl-CoA C-acyltransferase.	Acyl-CoA + acetyl-CoA = CoA + 3-oxoacyl-CoA.	\N	Pseudo-Zellweger syndrome; MIM:261510.	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC
5270	2.3.1.16	Acetyl-CoA C-acyltransferase.	Acyl-CoA + acetyl-CoA = CoA + 3-oxoacyl-CoA.	\N	Pseudo-Zellweger syndrome; MIM:261510.	Fatty acid metabolism	Lipid Metabolism	METABOLIC
5270	2.3.1.16	Acetyl-CoA C-acyltransferase.	Acyl-CoA + acetyl-CoA = CoA + 3-oxoacyl-CoA.	\N	Pseudo-Zellweger syndrome; MIM:261510.	Bile acid biosynthesis	Lipid Metabolism	METABOLIC
5330	2.5.1.18	Glutathione transferase.	RX + glutathione = HX + R-S-glutathione.	\N	\N	Glutathione metabolism	Metabolism of Other Amino Acids	METABOLIC
5337	2.3.2.2	Gamma-glutamyltransferase.	(5-L-glutamyl)-peptide + an amino acid = peptide + 5-L-glutamyl-amino acid.	\N	Glutathionuria; MIM:231950.	Cyanoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
5337	2.3.2.2	Gamma-glutamyltransferase.	(5-L-glutamyl)-peptide + an amino acid = peptide + 5-L-glutamyl-amino acid.	\N	Glutathionuria; MIM:231950.	Taurine and hypotaurine metabolism	Metabolism of Other Amino Acids	METABOLIC
5337	2.3.2.2	Gamma-glutamyltransferase.	(5-L-glutamyl)-peptide + an amino acid = peptide + 5-L-glutamyl-amino acid.	\N	Glutathionuria; MIM:231950.	Glutathione metabolism	Metabolism of Other Amino Acids	METABOLIC
5337	2.3.2.2	Gamma-glutamyltransferase.	(5-L-glutamyl)-peptide + an amino acid = peptide + 5-L-glutamyl-amino acid.	\N	Glutathionuria; MIM:231950.	Selenoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
5337	2.3.2.2	Gamma-glutamyltransferase.	(5-L-glutamyl)-peptide + an amino acid = peptide + 5-L-glutamyl-amino acid.	\N	Glutathionuria; MIM:231950.	Prostaglandin and leukotriene metabolism	Metabolism of Complex Lipids	METABOLIC
5368	1.1.1.101	Acylglycerone-phosphate reductase.	1-palmitoylglycerol 3-phosphate + NADP(+) = palmitoylglycerone phosphate + NADPH.	\N	\N	\N	\N	\N
5369	3.4.17.15	Carboxypeptidase A2.	Similar to that of carboxypeptidase A (EC 3.4.17.1), but with a preference for bulkier C-terminal residues.	Zinc.	\N	\N	\N	\N
5403	5.3.3.-	Transposing C==C bonds.	\N	\N	\N	Fluorene degradation	Biodegradation of Xenobiotics	METABOLIC
5403	5.3.3.-	Transposing C==C bonds.	\N	\N	\N	Benzoate degradation via hydroxylation	Biodegradation of Xenobiotics	METABOLIC
5431	3.6.1.-	In phosphorous-containing anhydrides.	\N	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
5431	3.6.1.-	In phosphorous-containing anhydrides.	\N	\N	\N	Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
5460	1.5.1.3	Dihydrofolate reductase.	5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH.	\N	\N	One carbon pool by folate	Metabolism of Cofactors and Vitamins	METABOLIC
5460	1.5.1.3	Dihydrofolate reductase.	5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH.	\N	\N	Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
5502	1.1.1.65	Pyridoxine 4-dehydrogenase.	Pyridoxine + NADP(+) = pyridoxal + NADPH.	\N	\N	Vitamin B6 metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
5506	3.6.1.3	Adenosinetriphosphatase.	ATP + H(2)O = ADP + phosphate.	\N	Hemolytic anemia due to deficiency of adenosine triphosphatase; MIM:102800.	Purine metabolism	Nucleotide Metabolism	METABOLIC
5598	3.1.2.15	Ubiquitin thiolesterase.	Ubiquitin C-terminal thiolester + H(2)O = ubiquitin + a thiol.	\N	\N	\N	\N	\N
5645	2.3.2.2	Gamma-glutamyltransferase.	(5-L-glutamyl)-peptide + an amino acid = peptide + 5-L-glutamyl-amino acid.	\N	Glutathionuria; MIM:231950.	Cyanoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
5645	2.3.2.2	Gamma-glutamyltransferase.	(5-L-glutamyl)-peptide + an amino acid = peptide + 5-L-glutamyl-amino acid.	\N	Glutathionuria; MIM:231950.	Taurine and hypotaurine metabolism	Metabolism of Other Amino Acids	METABOLIC
5645	2.3.2.2	Gamma-glutamyltransferase.	(5-L-glutamyl)-peptide + an amino acid = peptide + 5-L-glutamyl-amino acid.	\N	Glutathionuria; MIM:231950.	Glutathione metabolism	Metabolism of Other Amino Acids	METABOLIC
5645	2.3.2.2	Gamma-glutamyltransferase.	(5-L-glutamyl)-peptide + an amino acid = peptide + 5-L-glutamyl-amino acid.	\N	Glutathionuria; MIM:231950.	Selenoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
5645	2.3.2.2	Gamma-glutamyltransferase.	(5-L-glutamyl)-peptide + an amino acid = peptide + 5-L-glutamyl-amino acid.	\N	Glutathionuria; MIM:231950.	Prostaglandin and leukotriene metabolism	Metabolism of Complex Lipids	METABOLIC
5656	5.3.1.4	L-arabinose isomerase.	L-arabinose = L-ribulose.	\N	\N	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
5659	3.6.1.3	Adenosinetriphosphatase.	ATP + H(2)O = ADP + phosphate.	\N	Hemolytic anemia due to deficiency of adenosine triphosphatase; MIM:102800.	Purine metabolism	Nucleotide Metabolism	METABOLIC
5776	5.3.1.9	Glucose-6-phosphate isomerase.	D-glucose 6-phosphate = D-fructose 6-phosphate.	\N	Hemolytic anemia due to glucosephosphate isomerase deficiency; MIM:172400.	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
5776	5.3.1.9	Glucose-6-phosphate isomerase.	D-glucose 6-phosphate = D-fructose 6-phosphate.	\N	Hemolytic anemia due to glucosephosphate isomerase deficiency; MIM:172400.	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
5776	5.3.1.9	Glucose-6-phosphate isomerase.	D-glucose 6-phosphate = D-fructose 6-phosphate.	\N	Hemolytic anemia due to glucosephosphate isomerase deficiency; MIM:172400.	Pentose phosphate pathway	Carbohydrate Metabolism	METABOLIC
5812	1.1.1.65	Pyridoxine 4-dehydrogenase.	Pyridoxine + NADP(+) = pyridoxal + NADPH.	\N	\N	Vitamin B6 metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
5836	3.2.1.25	Beta-mannosidase.	Hydrolysis of terminal, non-reducing beta-D-mannose residues in beta-D-mannosides.	\N	\N	N-Glycan degradation	Metabolism of Complex Carbohydrates	METABOLIC
5850	2.7.7.13	Mannose-1-phosphate guanylyltransferase.	GTP + alpha-D-mannose 1-phosphate = diphosphate + GDP-mannose.	\N	\N	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
5863	5.3.3.8	Dodecenoyl-CoA delta-isomerase.	3-cis-dodecenoyl-CoA = 2-trans-dodecenoyl-CoA.	\N	\N	Fatty acid metabolism	Lipid Metabolism	METABOLIC
5888	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
5888	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
5888	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).	\N	\N	Cyanoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
5888	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).	\N	\N	Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC
5888	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).	\N	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
5888	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).	\N	\N	Styrene degradation	Biodegradation of Xenobiotics	METABOLIC
5889	4.1.1.45	Aminocarboxymuconate-semialdehyde decarboxylase.	2-amino-3-(3-oxoprop-2-enyl)-but-2-enedioate = 2-aminomuconate semialdehyde + CO(2).	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
5890	5.3.1.4	L-arabinose isomerase.	L-arabinose = L-ribulose.	\N	\N	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
5899	3.6.1.3	Adenosinetriphosphatase.	ATP + H(2)O = ADP + phosphate.	\N	Hemolytic anemia due to deficiency of adenosine triphosphatase; MIM:102800.	Purine metabolism	Nucleotide Metabolism	METABOLIC
5916	2.3.1.48	Histone acetyltransferase.	Acetyl-CoA + histone = CoA + acetyl-histone.	\N	\N	\N	\N	\N
5970	3.5.4.3	Guanine deaminase.	Guanine + H(2)O = xanthine + NH(3).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
6011	3.1.1.-	Carboxylic ester hydrolases.	\N	\N	\N	2,4-Dichlorobenzoate degradation	Biodegradation of Xenobiotics	METABOLIC
6011	3.1.1.-	Carboxylic ester hydrolases.	\N	\N	\N	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
6011	3.1.1.-	Carboxylic ester hydrolases.	\N	\N	\N	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
6015	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	  RNA polymerase	TRANSCRIPTION	REGULATORY
6015	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
6015	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
6037	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
6037	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
6037	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
6037	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
